current_id,current_latitude,current_longitude,duration,distance,next_id,next_latitude,next_longitude
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,20 dk.,"15,7 km",MG-IA4YWZI8ZSBHVNYXTU3B,40.9313247,29.2141777
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,17 dk.,"8,0 km",MG-CYVLXXHQB244PVVXVYU5,40.9331636,29.12641279999999
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,15 dk.,"9,8 km",MG-PB1BQVMGF5OMPTYQKXFX,40.9194316,29.1668144
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,24 dk.,"23,0 km",MG-RBMDEQFETZUYWELTUTS7,40.9273563,29.31097
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,23 dk.,"18,9 km",MG-R3US4EXI19IFYPJGBGGE,40.879326,29.258135
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,27 dk.,"19,7 km",MG-XS93CUGR22QDXP1C5RX3,40.8795759,29.2319681
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,51 dk.,"66,4 km",MG-HFPEK0FWPQMSTC1IXO72,41.175887,29.609898
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,21 dk.,"13,5 km",MG-MKFEFRJA0WNR9VFIQOTE,41.032236,29.031938
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,14 dk.,"10,0 km",MG-W3FTCGZLAAICT9DQCBSM,41.0326174,29.1135949
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,20 dk.,"14,6 km",MG-C1LGMZ7KTLQUDMPWOYLY,40.9696194,29.25556
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,23 dk.,"16,1 km",MG-E6HEGRWU1J4PBBGLINBN,40.889254,29.2001113
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,16 dk.,"13,7 km",MG-MIUDLTMHB4IBGMX7QI9M,41.0162646,29.17775
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,25 dk.,"19,4 km",MG-WZHAOPZ0KLRM0T1ZN6U7,40.8765881,29.2596582
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,12 dk.,"5,5 km",MG-0IPQOYIPCM4EQ8L5OLBI,40.9526798,29.1218732
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,27 dk.,"19,4 km",MG-SWNY7GTJBI89E08T4JFL,40.8712304,29.2319842
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,18 dk.,"9,4 km",MG-FYEKUDWVT2HT9PHGOHQW,40.9227993,29.1298266
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,27 dk.,"18,5 km",MG-7O7S0NFPBMDNXTHPC6FW,40.877863,29.23139
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,39 dk.,"44,0 km",MG-I9OFJAAFBTRDZKGHPZHW,40.8157139,29.3126996
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,29 dk.,"22,5 km",MG-UXJPDIXYECVETWF4FSH5,40.8661939,29.2749606
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,14 dk.,"8,3 km",MG-FXIUSMKIJMHQCE5JSKRR,41.007548,29.049733
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,24 dk.,"15,5 km",MG-LEOVSQ2VO3KGWOCAKQNX,40.967565,29.26595
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,13 dk.,"9,2 km",MG-XSDFXJ93QHQOX0UBNDQN,41.0264167,29.1276244
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,21 dk.,"15,4 km",MG-3Y9X0UEV5LLRUAI9TMLQ,41.0443431,29.0453111
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,15 dk.,"10,9 km",MG-WUCMUKQH4AYLUTRTG8LC,41.0253685,29.094
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,12 dk.,"6,6 km",MG-JMPF7MWR6SCBZIBCECIE,41.0005735,29.0673931
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,22 dk.,"14,0 km",MG-SQXXEQ2NDMBM6FYLKIVH,41.025016,29.0188198
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,19 dk.,"10,8 km",MG-VCPWSHSGQKT0FTISJRDN,41.0209485,29.0394974
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,22 dk.,"13,5 km",MG-AOUMXHKWRKWOZB5AZ7UN,41.0475223,29.0761274
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,8 dk.,"2,8 km",MG-O9ES1GAX0UT0LMEC4ED1,40.982326,29.132531
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,19 dk.,"11,0 km",MG-KTQH2ADWMARCG0DLHWKX,40.9845564,29.0477845
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,21 dk.,"7,5 km",MG-NJ56INKIZI4WVHA0SBRH,40.9680529,29.0663491
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,18 dk.,"10,4 km",MG-VU46JMWBFPWZB2Z6G4IO,41.011559,29.0384443
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,18 dk.,"9,6 km",MG-3IZZSUUU6FDKQLKWHOPB,40.9633215,29.0860626
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,23 dk.,"13,5 km",MG-FCQILG1RYT2W2HNIYPZC,40.983599,29.0237147
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,21 dk.,"11,4 km",MG-ZEYXNPOOQRFFM17CVHT4,40.9892774,29.0288635
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,20 dk.,"15,9 km",MG-RCSKVKLO3QBCFEDUVI8R,40.922615,29.173975
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,28 dk.,"25,0 km",MG-UK1XOQD21BHA8OJA9NQV,41.1366471,29.090461
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,16 dk.,"11,2 km",MG-CZPILZVKAZUAHNOIROBA,41.0213777,29.1436103
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,12 dk.,"7,8 km",MG-YAWROOME9WOI7UMDOJBC,40.96451829999999,29.1072718
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,18 dk.,"13,3 km",MG-LJ99NJO1WVXRTWLTYJSS,41.034379,29.181869
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,9 dk.,"3,4 km",MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,19 dk.,"10,6 km",MG-7XO7X914F4YUUW5WBHF0,40.9918965,29.0290998
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,10 dk.,"4,7 km",MG-ZWI9E420TRNGRORREXG7,40.9899141,29.0844299
